Date,Has_Weekend,Title,Price,Super_host,Latitude,Longitude,EntireHomeVsRoom,Bedrooms_no,Beds_no,Bathrooms_num,Sleeping_engagment,Amenities,Accuracy_stars,Communication_stars,Cleanliness_stars,Location_stars,CheckIn_stars,Value_stars,Reviewers_no,Review
2019-03-01 00:00:00,True,Sunny and Cozy Room steps to Central Park & Subway,$64,,40.78527,-73.95205,PRIVATE ROOM IN APARTMENT,,1 bed,1 shared bath,,"['Wifi', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,,"55 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Bryan
July 2018
Great area, close to transit to get anywhere else in the city. And just a short walk to Central Park. Lots of great tips for the area and quick responses.
Ruri
February 2019
location is perfect. it’s enough for sleeping.
Rajratna
January 2019
Good Location and good for a short stay.
Joe
January 2019
As a solo traveler, this spot was a great, very clean, safe and generally quiet room. Having a decent size TV with cable gave it kind of a hotel room vibe which was fun. The room was quite small but that was expected for Manhattan, although plenty big for all of my things, myself…Read more
Andy
January 2019
Great stay in a prime location in Uptown NYC. Great price for a lovely place. Prefect for a short stay for two!
Sandra
January 2019
This place is okay. I wouldn't recommend staying for more than a few days. It is in a nice area of the UES and Dan was fairly responsive to issues as they came up.
Brandon
January 2019
This was a great place to stay in NYC!
1
2
3
…
8"
2019-03-01 00:00:00,True,Renovated Comfortable Room for 2 or solo traveler,$47,,40.64958,-73.97482,PRIVATE ROOM IN HOUSE,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Kitchen', 'Cooking basics', 'Dishes and silverware', 'Microwave', 'Refrigerator', 'Luggage dropoff allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"91 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Danielle
January 2019
Izabel's space is spotless, and well equipped. It is located close to a subway station, which made it easy to get into Manhattan. There are a couple spots close by to get groceries and a coffee in the morning. Communication was great, and she made sure we were comfortable during…Read more
Response from Izabel:
It is our pleasure to host you !
January 2019
Lorraine
October 2017
Communication skills need to stronger , send up to date documents to the guest so that everyone is on the same page, improve customer service overall
Response from Izabel:
Lorraine came with her friend. We had some issues with their check in. She informed us that they want to drop off their bags at 7am to which we agreed, normal check in was 4-7pm. They were taking the bus from Montreal to NY. They also asked that they want to 'freshen up' after the long trip - we said that if the bathroom is available, they can but not for long because current guests have priority to use the bathroom. She texted us through the night 2am and 6am, informing us that they will be late. 7am, no update even after we texted them. Then they just showed up around 830am and told us that we did not respond, apparently expecting us to reply in the middle of the night. We texted them around 7am to which they did not reply even though they said they will inform us when they reach the bus station. The bathroom was occupied when they arrived as normal in the morning and we told them they had to wait. We had to tell them to limit their time in the bathroom to maximum 5 minutes as they wanted to use it for longer. It seemed that they were not appreciative that we accommodated their early arrival nor were they considerate of our current guests. We gave them the key to the front door so they can come back later to check in, they said 4 pm. But they showed up at 2pm without notifying us. It would have been common courtesy to do so. As it happened, we were home and the room was ready so they were able to check in their room 2 hours early. We feel these guests are inconsiderate and that they are entitled to their own wants without respect of house rules and other guests.
October 2017
Leah
September 2017
Izabel was very friendly and accommodating. Great host.
Jennifer
May 2017
Thank you Izabel very much for accommodating us! It was a nice and cute place. You were also very helpful and caring to us. We had a great time!
Marion
April 2017
Izabel 's place is great. It's not big but perfect for a place where sleeping when you want discovery NYC. Thank you Izabel for your kindness =D
Navie
February 2019
I had a great stay at Izabel’s place! It was affordable, extremely clean, and she was very responsive to all of my messages.
Rianna
January 2019
Was an amazing experience. Easy to get to and Izabel was extremely helpful. The place was so cute and was the perfect size for my boyfriend and I. I highly recommend it.
1
2
3
…
13"
2019-03-01 00:00:00,True,Private room in Sunnyside 2 46th St,$55,,40.73912,-73.92075,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 queen bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Hot water', 'Free street parking', 'Kitchen', 'Lockbox', 'Hangers', 'Hair dryer', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"132 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Jeremy
February 2017
Good host, good place.
Jamie
February 2019
place is as described..close to local small restaurants and grocery stores. subway is walking distance as well which was awesome.
Luis
February 2019
Good area and nice sized room. I will definitely come back.
Jamison
February 2019
You get what you pay for. Theres stains of yellow and white all over the bed.
Maya
February 2019
A very very homey and lived in place. Not sure if I would want to come back but it was a safe place to stay for the night after a long night out. The host however is super nice and helpful if you are lost or anything
Jeffrey
February 2019
It was a pleasant and easy checkin. Its close to transportation to the city and there are restaurants and supermarket around. I will definitely make this my next stay when I am in NY.
Paulo
February 2019
The place is very near the subway station and close to many local businesses and grocery store. Great value and easy to check in/check out. If you don’t want to spend too much on a place to stay I highly recommend.
1
2
3
…
19"
2019-03-01 00:00:00,True,Easy Access to Downtown NYC + Comfortable Room,$32,,40.71422,-74.08255,PRIVATE ROOM IN HOUSE,1 bedroom,2 beds,2 shared baths,"Bedroom 1
1 queen bed, 1 sofa bed","['Wifi', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Hangers', 'Hair dryer', 'Shampoo', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,,"45 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Brett
January 2019
Robin is a great and accommodating host. The place was very clean and quiet and less than a block away from the 119 bus to NYC. Would definitely recommend.
Catalina
December 2018
Robin was very kind and helpful with me, she understood very well each time that I was late and she was attentive that I had great time at home and traveling around the city, the bathroom is very clean and the house is very warm in the winter :)
Response from Robin:
Nice meeting you. It was a pleasure hosting you!
December 2018
Abdellatif
October 2018
Robin is the most kind and down to earth woman I have ever met. I stayed in (Steve Jobs) room which is spacious and nicely decorated. I've always felt at home because Robin treated me like a friend not like a stranger ❤️. New York is maximum 30 min from the house. Going to and…Read more
Nicholas
August 2018
Flexible check in. Great communication. Clean!!!
Olevia
May 2018
Robin was very hospitable right off the bat, showing me the best way to get around, what I can expect at my stay, and even offered a tour surrounding area. Loved the themed rooms, privacy, and plenty of bath essentials within reach. Very accommodating. Pleasant interiors. Thanks…Read more
Response from Robin:
It’s was my pleasure. You are awesome too! I look forward to keeping in touch.
May 2018
Amalia
May 2018
The place is good and nice. Very close to public transport. We had the Steve Jobs room which was nice and clean very close to the bathroom. The bed however was very noisy and that’s my only complaint about the space. Another issue I had was that no coffee or grocery/ fast food…Read more
Response from Robin:
Amalia's review is unfortunately not accurate as there is a supermarket called Extra 3 blocks away as well as a Dunken Donuts and McDonald's which serves coffee. There is another supermarket called Bravo also within walking distance. I am not sure why she would write this clearly misinformation. Amalia never mentioned anything about the noise. If there is an issue with cleanliness or noise please do say something so it can be addressed. We want everyone to have the best experience possible. Amalia wanted to use the kitchen which is fine but I don't expect to see it as part of the review private or public as its not listed as an amenity. In her private comments it was among her complaints. We use it as a place for storage etc..
May 2018
János
April 2018
Close to the public transport, very easy access to New York downtown. Easy to communicate with Robin, she is a good host. The bed was clean but the room itself was not. It is ok if you need a functional accomodation for a few days on reasoneable price.
Response from Robin:
We have a cleaner that comes daily. Janos never said there were any issues. We would have been happy to do anything to meet his standards.
April 2018
1
2
3
…
7"
2019-03-01 00:00:00,True,NICE APARTMENT-TIME-SQUARE/CENTRAL PARK,$166,Endy is a Superhost,40.76651,-73.98289,ENTIRE APARTMENT,,2 beds,,,"['Wifi', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Elevator', 'Kitchen', 'Hangers', 'Hair dryer', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"16 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Roger
December 2018
Outstanding space! Our hosts were wonderful. They are accommodating and very quick with their responses. The neighbourhood is good and safe. If you want to try public transport, there is a bus stop nearby or the major attractions easy access by walk. There are also many food…Read more
Laura
February 2019
Location, Location, Location! Great value. Lovely host.
Nancy
February 2019
The location is amazing!
Lauren
February 2019
This was a perfectly located apartment a block from Central Park, a beautiful Whole Foods, and a clean and large subway station. Not to mention a few block walk to most of the broadway shows. Endy was initially quick to respond to our messages but as time drew closer to our stay…Read more
Corinne
February 2019
The apartment is idealy situated. Close to central Park, one Whole food market, metro, times square. It is rater old and the heater doesn t work properly. Furnitures are old. Ok for 2 people, not more. Corridors and entrance are dirty. You will pay for the location.
Brent
January 2019
Endy responded quickly to all messages. He also allowed us to check in early. The location of this place is great!
Kaifeng
January 2019
A wonderful location!
1
2
3"
2019-03-01 00:00:00,True,"☀ Bunk Bed 15-20m￫NYC, and 15m￫Newark",$26,Wesley is a Superhost,40.754,-74.055,SHARED ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 bunk bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Paid parking off premises', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Smart lock', 'Cleaning before checkout', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Patio or balcony', 'Garden or backyard', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector', 'First aid kit']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"23 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Sa'Ad
February 2019
Prompt response to concerns and immediate solutions.
Nol
February 2019
Great stay as always! Thank you Wesley! This is always my favorite Airbnb when I am in NJ.
Hiroko
February 2019
Kind hosts, clean room, and cheap.
Melanie
February 2019
Great place for everyone : )
Jasmine
February 2019
This was an amazing stay. Very thoughtful people helping those in need.
Tonya
January 2019
Wesley's Place is the Best
Miranda
January 2019
Would stay again!
1
2
3
…
4"
2019-03-01 00:00:00,True,Fantastic Budget Private Room,$35,,40.68124,-73.91291,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,"I have to say that our stay at Greg's place was a bad experience. The neighborhood doesn't feel safe at all, even if the subway is a few blocks away. The room was OK, despite the fact that is was very small. The bathrooms didn't look like the pictures, and most importantly were…Read more","Bedroom 1
1 double bed","['Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Keypad', 'Hangers']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"49 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Florence
July 2017
I have to say that our stay at Greg's place was a bad experience. The neighborhood doesn't feel safe at all, even if the subway is a few blocks away. The room was OK, despite the fact that is was very small. The bathrooms didn't look like the pictures, and most importantly were…Read more
Bijou
January 2019
Good night sleep
German
January 2019
Great place to arrive. Thank you
Kelsey
January 2019
Great place to stay, very convenient
Kate
December 2018
I had a great stay in Brooklyn. The house is conveniently located in a nice neighbourhood near to various subway stations and a couple of local delis. The room was lovely and warm and welcoming to come into after NY winter weather! The kitchen well equipped and clean. The…Read more
Neiza
December 2018
If your looking for an affordable place to stay this is it. Just 3 blocks away from the subway station. There’s a nice coffee place “Daily Press” in front of the subways station if you want to have something to go or grab a bite. My room was as pictured in the photo but the…Read more
Erica
November 2018
If you’re looking for a cheap place to sleep, this is it. Be mindful that there will be multiple people in & out throughout the night. Also the second floor bathroom shower is better with controlling the water temperature. Overall good place to stay. Close to both A train and J…Read more
1
2
3
…
7"
2019-03-01 00:00:00,True,Condo Room #2 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,$42,,40.68071,-74.2109,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,"Bedroom 1
1 queen bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Private entrance', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 6 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Nice & quiet room close to Lightrail Garfield Ave,$29,,40.70693,-74.07392,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,1 shared bath,,"['Wifi', 'Washer', 'Dryer', 'Laptop friendly workspace', 'Essentials', 'Heating', 'Air conditioning', 'Kitchen', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Host greets you', 'Hangers', 'Carbon monoxide detector', 'Smoke detector']",,,,,,,,"No reviews (yet)
This host has 154 reviews for other properties.
View other reviews
We’re here to help your trip go smoothly. Every reservation is covered by Airbnb’s Guest Refund Policy."
2019-03-01 00:00:00,True,Village 2BR Excellence!,$130,,40.72187,-73.98209,ENTIRE APARTMENT,2 bedrooms,3 beds,1 bath,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Free street parking', 'Kitchen', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide detector', 'Smoke detector']",Rating 4.5 out of 5,Rating 5 out of 5,Rating 4 out of 5,Rating 4 out of 5,Rating 4.5 out of 5,Rating 4 out of 5,,"101 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Ryan
December 2018
Place was as advertised. Close to trains. Host was quick to reply when we had questions
Cody
September 2017
Good Value for NYC.
Stacey
June 2017
Great apartment, great neighbourhood!!
Adam
May 2017
Great spacious place for the money. Excellent value. Very quiet street and very clean space. Would definitely stay here again.
Scott
May 2017
The area was slightly alarming at first; however, it didn't take long to feel comfortable. About a 10 minute walk to the subway which wasn't bad, as you should expect to walk a lot if you are visiting New York to tour the city. The TV came in handy as it poured rain one day…Read more
Jillian
March 2017
Great place, very comfortable beds and blankets. Everything is provided (shampoo, towels, blankets, etc). The one downside is the lack of natural light in the kitchen and the location of the place. But otherwise, everything was great!
Moe
January 2017
Great place, close to everything!
1
2
3
…
15"
2019-03-01 00:00:00,True,Feel like HOME in the heart of NYC at UNION Sq,$209,Kirill is a Superhost,40.73646,-73.98853,ENTIRE APARTMENT,,1 bed,,"Common spaces
1 queen bed","['Wifi', 'Cable TV', 'Washer', 'Dryer', 'Laptop friendly workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Elevator', 'Kitchen', 'Breakfast', 'Host greets you', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Carbon monoxide detector', 'Smoke detector']",Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,Rating 5 out of 5,,"39 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Sean
September 2018
You can't go wrong by staying here. Its fantastic!
Mike
August 2018
Great spot for getting around the city quickly. Metro one block away aswell as Union Square which is surrounded by stores and shops. Many restaurants and bars within a couple blocks and even a couple exceptional ones across the street. If you are looking for a realistic…Read more
Kelley
February 2019
I’ll be staying here next time I work in the city if at all possible! . Kirill is incredibly responsive and kind, and his apartment is spacious and clean.
Elizabeth
February 2019
Kririll’s is perfect! Just the right amount of space, with beautiful tall windows. Location is prefect & easy to get to every major sub hub in nyc. Not to mention location with a 24/7 across the street and tons of late night food options. Kririll was a great host and I would…Read more
Moe
February 2019
Kirill's space is very well thought-out and has amenities stylishly placed all over the apartment! The placement of furnitures and the persona touches makes the place cozy, but also more spacious than you expect (high ceilings, a plus!). The Location is great if you're not…Read more
Madoka
January 2019
Kirill was super quick and available when I needed absolutely anything and was very flexible accommodating my requests. The location and set up was amazing. Thank you for making my New York trip unforgettable!
Sonia
January 2019
Kirill’s place was perfect. Location, size, cleanliness, style, hospitality, etc.! It definitely feels like the perfect home in the heart of NYC. Much better than a hotel and one of the best Airbnbs I’ve been at. Thank you Kirill!
1
2
3
…
6"
2019-03-01 00:00:00,True,Good for couple - Stylish room near Central Park,$110,,40.76942,-73.99163,PRIVATE ROOM IN APARTMENT,1 bedroom,1 bed,,"Bedroom 1
1 queen bed","['Wifi', 'Washer', 'Dryer', 'Iron', 'Essentials', 'Heating', 'Air conditioning', 'Elevator', 'Coffee maker', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Stove', 'Private entrance', 'Long term stays allowed', 'Hangers', 'Hair dryer', 'Shampoo', 'Bed linens', 'Extra pillows and blankets', 'Lock on bedroom door', 'Fire extinguisher', 'Carbon monoxide detector', 'Smoke detector']",Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,Rating 5 out of 5,Rating 4.5 out of 5,Rating 4.5 out of 5,,"16 Reviews
Accuracy
Communication
Cleanliness
Location
Check-in
Value
Siyang
January 2019
Feliz is really chill to hangout with. The location of the apartment is sooo good. Almost walking distance to all the places you want in midtown.
Katie
November 2018
Hh
Fabian
February 2019
Amazing host, super stylish apartment in a great location!! Highly recommend staying here!!
Lana
February 2019
The place was pretty much as described: very comfortable bed, great views and lots of sunlight during the day. It was clean, and I was able to store my food and prepare simple meals. The place was very quiet - great if you are looking to get good sleep and be off for the day. It…Read more
Response from Feliz:
Thank you for the feedback. About the space like one of the most expensive city like New York or Manhattan. In general people, will say this is Big and Specious. Don't know which city you compare to :-)
February 2019
Emily
December 2018
Feliz has a great place close to the Manhattan attractions. Room and WC clean, hotel-like. Feliz is also very helpful w/NYC suggestions, traveling to and from the airport. Thanks for a great stay! :)
Response from Feliz:
Thank you :)
December 2018
Carol
December 2018
The apartment is modern and the bed is very comfortable but it is a very small apartment to be sharing with the host (and host's fiend, in our case). It is about 20'x20' total and the common area seating is limited to only 1 chair. There was not a feel of privacy since the host's…Read more
Response from Feliz:
- The guests booked for private room for Airbnb (which the only option I have) but understood that sometime you guys might mistaken with “Entire apartment” everything was accurate. I stated in the listing that I will live / stay in the apartment - Toilets paper and stuff that guests need to use stocked up in the drawer in toilet which most guests could find it - access to lounge, I NEVER allow my guests to used and also mentioned in the listing that can’t be used.
December 2018
Tan
November 2018
Highly recommended for those who would want safe, pristine location and yet close enough to train station and central park!
1
2
3"
